,date,weekday,covid,variable,value
0,2020-01-01,1,before,rg_stratum1,10.620065087148138
1,2020-01-02,1,before,rg_stratum1,11.486919201346508
2,2020-01-03,1,before,rg_stratum1,11.35089288555685
3,2020-01-04,0,before,rg_stratum1,11.115683056958346
4,2020-01-05,0,before,rg_stratum1,10.335180901647504
5,2020-01-06,1,before,rg_stratum1,10.874845140905938
6,2020-01-07,1,before,rg_stratum1,11.512517610082982
7,2020-01-08,1,before,rg_stratum1,11.609399292100523
8,2020-01-09,1,before,rg_stratum1,11.58451258881909
9,2020-01-10,1,before,rg_stratum1,11.586945100896735
10,2020-01-11,0,before,rg_stratum1,11.272616718902468
11,2020-01-12,0,before,rg_stratum1,10.450955575652772
12,2020-01-13,1,before,rg_stratum1,11.603959289191408
13,2020-01-14,1,before,rg_stratum1,11.639329703404218
14,2020-01-15,1,before,rg_stratum1,11.672679889842403
15,2020-01-16,1,before,rg_stratum1,11.664164232319717
16,2020-01-17,1,before,rg_stratum1,11.655902253204829
17,2020-01-18,0,before,rg_stratum1,11.22096249020761
18,2020-01-19,0,before,rg_stratum1,10.407138306206921
19,2020-01-20,1,before,rg_stratum1,11.5788233628016
20,2020-01-21,1,before,rg_stratum1,10.971399577111772
21,2020-01-22,1,before,rg_stratum1,11.645342180525603
22,2020-01-23,1,before,rg_stratum1,11.648283384829524
23,2020-01-24,1,before,rg_stratum1,11.56023257655714
24,2020-01-25,0,before,rg_stratum1,11.278777036832766
25,2020-01-26,0,before,rg_stratum1,10.427730746853069
26,2020-01-27,1,before,rg_stratum1,11.535702007515642
27,2020-01-28,1,before,rg_stratum1,11.541273979131873
28,2020-01-29,1,before,rg_stratum1,11.590713989255157
29,2020-01-30,1,before,rg_stratum1,11.56427700869571
30,2020-01-31,1,before,rg_stratum1,11.562684522976925
31,2020-02-01,0,before,rg_stratum1,11.137066465487601
32,2020-02-02,0,before,rg_stratum1,10.271679611405212
33,2020-02-03,1,before,rg_stratum1,11.355200417876974
34,2020-02-04,1,before,rg_stratum1,11.309703652279506
35,2020-02-05,1,before,rg_stratum1,11.360405706705375
36,2020-02-06,1,before,rg_stratum1,11.382829501964537
37,2020-02-07,1,before,rg_stratum1,11.365458158262355
38,2020-02-08,0,before,rg_stratum1,11.154825418301819
39,2020-02-09,0,before,rg_stratum1,10.281039040776529
40,2020-02-10,1,before,rg_stratum1,11.428889173723181
41,2020-02-11,1,before,rg_stratum1,11.427456229413838
42,2020-02-12,1,before,rg_stratum1,11.418638899922797
43,2020-02-13,1,before,rg_stratum1,11.457733166812968
44,2020-02-14,1,before,rg_stratum1,11.422116668478408
45,2020-02-15,0,before,rg_stratum1,11.146688545546919
46,2020-02-16,0,before,rg_stratum1,10.345178771506765
47,2020-02-17,1,before,rg_stratum1,11.420954339653836
48,2020-02-18,1,before,rg_stratum1,11.42885840765025
49,2020-02-19,1,before,rg_stratum1,11.159337198381873
50,2020-02-20,1,before,rg_stratum1,11.354001190755447
51,2020-02-21,1,before,rg_stratum1,11.349472485487247
52,2020-02-22,0,before,rg_stratum1,11.153025462969337
53,2020-02-23,0,before,rg_stratum1,10.435429962246442
54,2020-02-24,1,before,rg_stratum1,11.297817111760995
55,2020-02-25,1,before,rg_stratum1,11.41023560955651
56,2020-02-26,1,before,rg_stratum1,11.320936957434515
57,2020-02-27,1,before,rg_stratum1,11.336171530294614
58,2020-02-28,1,before,rg_stratum1,11.301440754446332
59,2020-02-29,0,before,rg_stratum1,11.018627429603319
60,2020-03-01,0,before,rg_stratum1,10.383338852357678
61,2020-03-02,1,before,rg_stratum1,11.22434087459709
62,2020-03-03,1,before,rg_stratum1,11.285209105471612
63,2020-03-04,1,before,rg_stratum1,11.275797457320092
64,2020-03-05,1,before,rg_stratum1,11.291623392653436
65,2020-03-06,1,before,rg_stratum1,11.310505534882575
66,2020-03-07,0,before,rg_stratum1,11.0844549578533
67,2020-03-08,0,before,rg_stratum1,10.313052358695188
68,2020-03-11,1,before,rg_stratum1,11.376167988152103
69,2020-03-14,0,before,rg_stratum1,11.110540946028763
70,2020-03-15,0,before,rg_stratum1,10.505029029597416
71,2020-03-16,1,before,rg_stratum1,11.402781156716593
72,2020-03-17,1,before,rg_stratum1,11.376937387633541
73,2020-03-18,1,before,rg_stratum1,11.33404101575607
74,2020-03-19,1,before,rg_stratum1,11.314392386802702
75,2020-03-20,1,before,rg_stratum1,10.961983149104752
76,2020-03-21,0,before,rg_stratum1,10.37770348427978
77,2020-03-22,0,before,rg_stratum1,10.43901748251268
78,2020-03-23,1,before,rg_stratum1,10.503140402412198
79,2020-03-24,1,after,rg_stratum1,10.552925144962215
80,2020-03-25,1,after,rg_stratum1,10.758348257092907
81,2020-03-26,1,after,rg_stratum1,10.639196438006316
82,2020-03-27,1,after,rg_stratum1,10.595867290100905
83,2020-03-28,0,after,rg_stratum1,10.588139534690617
84,2020-03-29,0,after,rg_stratum1,10.381617986448529
85,2020-03-30,1,after,rg_stratum1,10.590139125714572
86,2020-03-31,1,after,rg_stratum1,10.510117618284088
87,2020-04-01,1,after,rg_stratum1,10.252736611836596
88,2020-04-02,1,after,rg_stratum1,10.2969446168722
89,2020-04-03,1,after,rg_stratum1,10.453464199623525
90,2020-04-04,0,after,rg_stratum1,10.364692694641118
91,2020-04-05,0,after,rg_stratum1,9.994213049447746
92,2020-04-06,1,after,rg_stratum1,10.434284742938203
93,2020-04-07,1,after,rg_stratum1,10.501653351371711
94,2020-04-08,1,after,rg_stratum1,10.538242603122283
95,2020-04-09,1,after,rg_stratum1,10.285379054602242
96,2020-04-11,0,after,rg_stratum1,10.915372529196993
97,2020-04-12,0,after,rg_stratum1,10.52082972849581
98,2020-04-13,1,after,rg_stratum1,10.836623286631125
99,2020-04-14,1,after,rg_stratum1,10.706653500181135
100,2020-04-15,1,after,rg_stratum1,10.61014382063806
101,2020-04-16,1,after,rg_stratum1,10.314361018701446
102,2020-04-17,1,after,rg_stratum1,10.313828770261782
103,2020-04-18,0,after,rg_stratum1,10.539861098955303
104,2020-04-19,0,after,rg_stratum1,10.227507058812575
105,2020-04-20,1,after,rg_stratum1,10.588896709635344
106,2020-04-21,1,after,rg_stratum1,10.780821354441604
107,2020-04-22,1,after,rg_stratum1,10.749285709936368
108,2020-04-23,1,after,rg_stratum1,10.687744890922518
109,2020-04-24,1,after,rg_stratum1,10.79323853465828
110,2020-04-25,0,after,rg_stratum1,10.70903985630653
111,2020-04-26,0,after,rg_stratum1,10.352909867932492
112,2020-04-28,1,after,rg_stratum1,10.5732942796362
113,2020-04-29,1,after,rg_stratum1,10.898800145113247
114,2020-04-30,1,after,rg_stratum1,10.78710680350181
115,2020-05-02,0,after,rg_stratum1,10.701600038668719
116,2020-05-03,0,after,rg_stratum1,10.31073130258626
117,2020-05-04,1,after,rg_stratum1,10.850667315238248
118,2020-05-05,1,after,rg_stratum1,10.86887185480137
119,2020-05-06,1,after,rg_stratum1,10.917496255221288
120,2020-05-07,1,after,rg_stratum1,11.009850503029716
121,2020-05-08,1,after,rg_stratum1,11.00509285058117
122,2020-05-09,0,after,rg_stratum1,10.928841800895125
123,2020-05-10,0,after,rg_stratum1,10.452200477587473
124,2020-05-11,1,after,rg_stratum1,10.995885242922698
125,2020-05-12,1,after,rg_stratum1,11.055814701018985
126,2020-05-13,1,after,rg_stratum1,11.042511678274835
127,2020-05-14,1,after,rg_stratum1,11.252972262787884
128,2020-05-15,1,after,rg_stratum1,11.16906156847196
129,2020-05-16,0,after,rg_stratum1,10.915660275143276
130,2020-05-17,0,after,rg_stratum1,10.262197473468984
131,2020-05-18,1,after,rg_stratum1,11.027535245248762
132,2020-05-19,1,after,rg_stratum1,11.107398653965367
133,2020-05-20,1,after,rg_stratum1,11.170269562835465
134,2020-05-21,1,after,rg_stratum1,11.173033819737547
135,2020-05-22,1,after,rg_stratum1,11.219069507778425
136,2020-05-23,0,after,rg_stratum1,11.011387393455363
137,2020-05-24,0,after,rg_stratum1,10.423953334618666
138,2020-05-26,1,after,rg_stratum1,11.187554764865581
139,2020-05-27,1,after,rg_stratum1,11.291161891726846
140,2020-05-28,1,after,rg_stratum1,11.1537015808557
141,2020-05-29,1,after,rg_stratum1,11.231726640647489
142,2020-05-30,0,after,rg_stratum1,11.02196747156912
143,2020-05-31,0,after,rg_stratum1,10.34725029579842
144,2020-06-01,1,after,rg_stratum1,11.255469510295237
145,2020-06-04,1,after,rg_stratum1,11.295706226589564
146,2020-06-05,1,after,rg_stratum1,11.351086707265985
147,2020-06-08,1,after,rg_stratum1,11.301647648813475
148,2020-06-09,1,after,rg_stratum1,11.34719928930809
149,2020-06-10,1,after,rg_stratum1,11.415667066459134
150,2020-06-11,1,after,rg_stratum1,11.37565030225922
151,2020-06-12,1,after,rg_stratum1,11.243704030403697
152,2020-06-13,0,after,rg_stratum1,11.086990813039607
153,2020-06-14,0,after,rg_stratum1,10.344675174283994
154,2020-06-16,1,after,rg_stratum1,11.36603349614018
155,2020-06-17,1,after,rg_stratum1,11.291800767612509
156,2020-06-18,1,after,rg_stratum1,11.351898821292677
157,2020-06-19,1,after,rg_stratum1,11.307187132788986
158,2020-06-20,0,after,rg_stratum1,11.093394265748275
159,2020-06-21,0,after,rg_stratum1,10.339465290028235
160,2020-06-23,1,after,rg_stratum1,11.39178419913809
161,2020-06-24,1,after,rg_stratum1,11.353143086109828
162,2020-06-25,1,after,rg_stratum1,11.347129278445403
163,2020-06-26,1,after,rg_stratum1,11.37243402368964
164,2020-06-27,0,after,rg_stratum1,11.087764178000512
165,2020-06-28,0,after,rg_stratum1,10.296634304517157
166,2020-06-30,1,after,rg_stratum1,11.28915582261655
167,2020-07-01,1,after,rg_stratum1,11.2297841427813
168,2020-07-02,1,after,rg_stratum1,11.276750718748048
169,2020-07-03,1,after,rg_stratum1,11.348413702226829
170,2020-07-04,0,after,rg_stratum1,11.025698769082794
171,2020-07-05,0,after,rg_stratum1,10.230575925021599
172,2020-07-06,1,after,rg_stratum1,11.225119293278665
173,2020-07-07,1,after,rg_stratum1,11.232469570671746
174,2020-07-08,1,after,rg_stratum1,11.320020300240834
175,2020-07-09,1,after,rg_stratum1,11.36043680573934
176,2020-07-10,1,after,rg_stratum1,11.360686213272484
177,2020-07-11,0,after,rg_stratum1,10.90198258150046
178,2020-07-12,0,after,rg_stratum1,10.229919492674627
179,2020-07-13,1,after,rg_stratum1,11.516181257519694
180,2020-07-14,1,after,rg_stratum1,11.517291078451725
181,2020-07-15,1,after,rg_stratum1,11.523614298322435
182,2020-07-16,1,after,rg_stratum1,11.425836150526662
183,2020-07-17,1,after,rg_stratum1,11.458071790572589
184,2020-07-18,0,after,rg_stratum1,11.382995375483002
185,2020-07-19,0,after,rg_stratum1,10.82370723900502
186,2020-07-21,1,after,rg_stratum1,11.415344883578321
187,2020-07-22,1,after,rg_stratum1,11.32664058059114
188,2020-07-23,1,after,rg_stratum1,11.541459217590848
189,2020-07-24,1,after,rg_stratum1,11.63784798890951
190,2020-07-25,0,after,rg_stratum1,11.520192012143905
191,2020-07-26,0,after,rg_stratum1,10.680572088631987
192,2020-07-27,1,after,rg_stratum1,11.405614403937685
193,2020-07-28,1,after,rg_stratum1,11.431180308086825
194,2020-07-29,1,after,rg_stratum1,11.490421425068625
195,2020-07-30,1,after,rg_stratum1,11.43821010919861
196,2020-07-31,1,after,rg_stratum1,11.282159368744104
197,2020-08-01,0,after,rg_stratum1,10.819634978490432
198,2020-08-02,0,after,rg_stratum1,10.014929241870677
199,2020-08-03,1,after,rg_stratum1,11.0601484599579
200,2020-08-04,1,after,rg_stratum1,11.044649942842913
201,2020-08-05,1,after,rg_stratum1,11.11325032285104
202,2020-08-06,1,after,rg_stratum1,11.129663421502856
203,2020-08-08,0,after,rg_stratum1,10.766332568276033
204,2020-08-09,0,after,rg_stratum1,10.267488329434054
205,2020-08-10,1,after,rg_stratum1,11.065456900996194
206,2020-08-11,1,after,rg_stratum1,11.024941877679101
207,2020-08-12,1,after,rg_stratum1,11.038392940063543
208,2020-08-13,1,after,rg_stratum1,10.891974511365968
209,2020-08-14,1,after,rg_stratum1,11.04970228034196
210,2020-08-15,0,after,rg_stratum1,10.889920315585817
211,2020-08-16,0,after,rg_stratum1,10.289815582501937
212,2020-08-18,1,after,rg_stratum1,11.249093680237001
213,2020-08-19,1,after,rg_stratum1,11.336648360601437
214,2020-08-20,1,after,rg_stratum1,11.3286446281949
215,2020-08-21,1,after,rg_stratum1,11.349025212316189
216,2020-08-22,0,after,rg_stratum1,11.089143743167291
217,2020-08-23,0,after,rg_stratum1,10.342785280459905
218,2020-08-24,1,after,rg_stratum1,11.080133351571794
219,2020-08-25,1,after,rg_stratum1,11.292808868882231
220,2020-08-26,1,after,rg_stratum1,11.335605026606821
221,2020-08-27,1,after,rg_stratum1,11.246964487284282
222,2020-08-28,1,after,rg_stratum1,11.36735318701212
223,2020-08-29,0,after,rg_stratum1,11.001721570898082
224,2020-08-30,0,after,rg_stratum1,10.275745492636863
225,2020-08-31,1,after,rg_stratum1,11.321418975684187
226,2020-09-01,1,after,rg_stratum1,11.327104227402328
227,2020-09-02,1,after,rg_stratum1,11.248232363740007
228,2020-09-03,1,after,rg_stratum1,11.247945341189089
229,2020-09-04,1,after,rg_stratum1,11.317264617849222
230,2020-09-05,0,after,rg_stratum1,10.920820350395962
231,2020-09-06,0,after,rg_stratum1,10.205764006038482
232,2020-09-07,1,after,rg_stratum1,11.318970675780914
233,2020-09-08,1,after,rg_stratum1,11.331058454691098
234,2020-09-09,1,after,rg_stratum1,11.262900473254014
235,2020-09-10,1,after,rg_stratum1,10.963817429955274
236,2020-09-11,1,after,rg_stratum1,11.215866723203249
237,2020-09-12,0,after,rg_stratum1,10.724734358285527
238,2020-09-13,0,after,rg_stratum1,10.23508256888707
239,2020-09-14,1,after,rg_stratum1,11.139773348071252
240,2020-09-15,1,after,rg_stratum1,11.286769838885403
241,2020-09-16,1,after,rg_stratum1,11.158587147616089
242,2020-09-17,1,after,rg_stratum1,11.155571390935828
243,2020-09-18,1,after,rg_stratum1,11.185625068713385
244,2020-09-19,0,after,rg_stratum1,10.810650217209549
245,2020-09-20,0,after,rg_stratum1,10.198714466812845
246,2020-09-21,1,after,rg_stratum1,10.980437590218525
247,2020-09-22,1,after,rg_stratum1,11.241106007262394
248,2020-09-23,1,after,rg_stratum1,11.111084458715467
249,2020-09-24,1,after,rg_stratum1,11.150323058848011
250,2020-09-25,1,after,rg_stratum1,11.19135567096547
251,2020-09-26,0,after,rg_stratum1,10.826689119073084
252,2020-09-27,0,after,rg_stratum1,10.242489976020185
253,2020-09-28,1,after,rg_stratum1,11.0856713813783
254,2020-09-29,1,after,rg_stratum1,11.110101540277874
255,2020-09-30,1,after,rg_stratum1,11.163362684028032
256,2020-10-01,1,after,rg_stratum1,11.068424200768705
257,2020-10-02,1,after,rg_stratum1,11.075836929947844
258,2020-10-03,0,after,rg_stratum1,10.704810082003345
259,2020-10-04,0,after,rg_stratum1,10.151297052702116
260,2020-10-05,1,after,rg_stratum1,11.124422438709136
261,2020-10-06,1,after,rg_stratum1,11.126003402615115
262,2020-10-07,1,after,rg_stratum1,11.084105654656351
263,2020-10-08,1,after,rg_stratum1,11.078450528812603
264,2020-10-09,1,after,rg_stratum1,11.06675655697766
265,2020-10-10,0,after,rg_stratum1,10.679779241620814
266,2020-10-11,0,after,rg_stratum1,10.141818701248255
267,2020-01-01,1,before,rg_stratum2,10.574734261985805
268,2020-01-02,1,before,rg_stratum2,10.474948363263195
269,2020-01-03,1,before,rg_stratum2,10.371672723323238
270,2020-01-04,0,before,rg_stratum2,10.234711406537274
271,2020-01-05,0,before,rg_stratum2,10.015195176063697
272,2020-01-06,1,before,rg_stratum2,10.465640380741178
273,2020-01-07,1,before,rg_stratum2,10.502322680016373
274,2020-01-08,1,before,rg_stratum2,10.513983682212542
275,2020-01-09,1,before,rg_stratum2,10.517485104264006
276,2020-01-10,1,before,rg_stratum2,10.4846017967522
277,2020-01-11,0,before,rg_stratum2,10.285353778386252
278,2020-01-12,0,before,rg_stratum2,10.114879633820102
279,2020-01-13,1,before,rg_stratum2,10.53503305504823
280,2020-01-14,1,before,rg_stratum2,10.56221856714758
281,2020-01-15,1,before,rg_stratum2,10.541455531552224
282,2020-01-16,1,before,rg_stratum2,10.46627696549493
283,2020-01-17,1,before,rg_stratum2,10.526366585489297
284,2020-01-18,0,before,rg_stratum2,10.268463645270009
285,2020-01-19,0,before,rg_stratum2,10.074104228727936
286,2020-01-20,1,before,rg_stratum2,10.514422822159581
287,2020-01-21,1,before,rg_stratum2,10.004422924583654
288,2020-01-22,1,before,rg_stratum2,10.58367320428963
289,2020-01-23,1,before,rg_stratum2,10.567903550431089
290,2020-01-24,1,before,rg_stratum2,10.504809193261215
291,2020-01-25,0,before,rg_stratum2,10.267795215304039
292,2020-01-26,0,before,rg_stratum2,10.071108885860976
293,2020-01-27,1,before,rg_stratum2,10.504560418600146
294,2020-01-28,1,before,rg_stratum2,10.519157115424415
295,2020-01-29,1,before,rg_stratum2,10.55554000733032
296,2020-01-30,1,before,rg_stratum2,10.533324519722374
297,2020-01-31,1,before,rg_stratum2,10.476997132661307
298,2020-02-01,0,before,rg_stratum2,10.157786083559127
299,2020-02-02,0,before,rg_stratum2,10.039016299593413
300,2020-02-03,1,before,rg_stratum2,10.398881621048066
301,2020-02-04,1,before,rg_stratum2,10.31695912905143
302,2020-02-05,1,before,rg_stratum2,10.435208691202538
303,2020-02-06,1,before,rg_stratum2,10.4694177210422
304,2020-02-07,1,before,rg_stratum2,10.433873499362404
305,2020-02-08,0,before,rg_stratum2,10.222221390338966
306,2020-02-09,0,before,rg_stratum2,10.051149528320988
307,2020-02-10,1,before,rg_stratum2,10.46003673918712
308,2020-02-11,1,before,rg_stratum2,10.465265842458566
309,2020-02-12,1,before,rg_stratum2,10.447503859761312
310,2020-02-13,1,before,rg_stratum2,10.439715421602791
311,2020-02-14,1,before,rg_stratum2,10.435040977940181
312,2020-02-15,0,before,rg_stratum2,10.205277936345627
313,2020-02-16,0,before,rg_stratum2,10.067361639099099
314,2020-02-17,1,before,rg_stratum2,10.47199146710761
315,2020-02-18,1,before,rg_stratum2,10.460464767356875
316,2020-02-19,1,before,rg_stratum2,10.374858515602146
317,2020-02-20,1,before,rg_stratum2,10.433544343602497
318,2020-02-21,1,before,rg_stratum2,10.366704596483864
319,2020-02-22,0,before,rg_stratum2,10.223755542988537
320,2020-02-23,0,before,rg_stratum2,10.179268625370014
321,2020-02-24,1,before,rg_stratum2,10.337258084262368
322,2020-02-25,1,before,rg_stratum2,10.44639928336502
323,2020-02-26,1,before,rg_stratum2,10.361492791317803
324,2020-02-27,1,before,rg_stratum2,10.411071299325107
325,2020-02-28,1,before,rg_stratum2,10.324732508278965
326,2020-02-29,0,before,rg_stratum2,10.138798266695272
327,2020-03-01,0,before,rg_stratum2,10.067822920046588
328,2020-03-02,1,before,rg_stratum2,10.319064073265011
329,2020-03-03,1,before,rg_stratum2,10.347833400442195
330,2020-03-04,1,before,rg_stratum2,10.338110682035973
331,2020-03-05,1,before,rg_stratum2,10.348383108484992
332,2020-03-06,1,before,rg_stratum2,10.277856073966538
333,2020-03-07,0,before,rg_stratum2,10.18320928455469
334,2020-03-08,0,before,rg_stratum2,10.055527409068445
335,2020-03-11,1,before,rg_stratum2,10.34885275154876
336,2020-03-14,0,before,rg_stratum2,10.211158170628906
337,2020-03-15,0,before,rg_stratum2,10.111164737052576
338,2020-03-16,1,before,rg_stratum2,10.42303995515442
339,2020-03-17,1,before,rg_stratum2,10.413821997266146
340,2020-03-18,1,before,rg_stratum2,10.382573194681608
341,2020-03-19,1,before,rg_stratum2,10.305880171893307
342,2020-03-20,1,before,rg_stratum2,9.923998195592006
343,2020-03-21,0,before,rg_stratum2,9.622839329514605
344,2020-03-22,0,before,rg_stratum2,9.566646242414144
345,2020-03-23,1,before,rg_stratum2,9.778237151485135
346,2020-03-24,1,after,rg_stratum2,9.62211058898969
347,2020-03-25,1,after,rg_stratum2,9.781035463876789
348,2020-03-26,1,after,rg_stratum2,9.740409763089268
349,2020-03-27,1,after,rg_stratum2,9.714737926401586
350,2020-03-28,0,after,rg_stratum2,9.682197256828182
351,2020-03-29,0,after,rg_stratum2,9.71064548282258
352,2020-03-30,1,after,rg_stratum2,9.68157577215462
353,2020-03-31,1,after,rg_stratum2,9.673840945102352
354,2020-04-01,1,after,rg_stratum2,9.519640929920676
355,2020-04-02,1,after,rg_stratum2,9.563717036737943
356,2020-04-03,1,after,rg_stratum2,9.634090599841047
357,2020-04-04,0,after,rg_stratum2,9.70298358754812
358,2020-04-05,0,after,rg_stratum2,9.556045164250747
359,2020-04-06,1,after,rg_stratum2,9.708027046631493
360,2020-04-07,1,after,rg_stratum2,9.680741982628835
361,2020-04-08,1,after,rg_stratum2,9.725886706680445
362,2020-04-09,1,after,rg_stratum2,9.67327244155539
363,2020-04-11,0,after,rg_stratum2,10.017805687857821
364,2020-04-12,0,after,rg_stratum2,9.914186976941485
365,2020-04-13,1,after,rg_stratum2,9.91216247395893
366,2020-04-14,1,after,rg_stratum2,9.873495338866135
367,2020-04-15,1,after,rg_stratum2,9.88717077016218
368,2020-04-16,1,after,rg_stratum2,9.832847957437751
369,2020-04-17,1,after,rg_stratum2,9.845561379106746
370,2020-04-18,0,after,rg_stratum2,9.922443119047534
371,2020-04-19,0,after,rg_stratum2,9.847295668515997
372,2020-04-20,1,after,rg_stratum2,9.903639162032709
373,2020-04-21,1,after,rg_stratum2,9.959124920396443
374,2020-04-22,1,after,rg_stratum2,9.98556891319897
375,2020-04-23,1,after,rg_stratum2,10.009830940626303
376,2020-04-24,1,after,rg_stratum2,10.023000234516154
377,2020-04-25,0,after,rg_stratum2,10.020471576922988
378,2020-04-26,0,after,rg_stratum2,9.906977822389821
379,2020-04-28,1,after,rg_stratum2,9.931542970064879
380,2020-04-29,1,after,rg_stratum2,10.092588697362416
381,2020-04-30,1,after,rg_stratum2,10.066318371657868
382,2020-05-02,0,after,rg_stratum2,10.073353270110255
383,2020-05-03,0,after,rg_stratum2,9.955334293343878
384,2020-05-04,1,after,rg_stratum2,10.092686288708004
385,2020-05-05,1,after,rg_stratum2,10.13982350802726
386,2020-05-06,1,after,rg_stratum2,10.205283677129065
387,2020-05-07,1,after,rg_stratum2,10.188846959703108
388,2020-05-08,1,after,rg_stratum2,10.252010825277146
389,2020-05-09,0,after,rg_stratum2,10.219803313173992
390,2020-05-10,0,after,rg_stratum2,10.098337367433363
391,2020-05-11,1,after,rg_stratum2,10.283948406494329
392,2020-05-12,1,after,rg_stratum2,10.3337238546789
393,2020-05-13,1,after,rg_stratum2,10.30452661227045
394,2020-05-14,1,after,rg_stratum2,10.420078044797892
395,2020-05-15,1,after,rg_stratum2,10.39050708063039
396,2020-05-16,0,after,rg_stratum2,10.257406879440987
397,2020-05-17,0,after,rg_stratum2,9.972692726993152
398,2020-05-18,1,after,rg_stratum2,10.316221722278053
399,2020-05-19,1,after,rg_stratum2,10.361681681700059
400,2020-05-20,1,after,rg_stratum2,10.386206640353626
401,2020-05-21,1,after,rg_stratum2,10.404340851245019
402,2020-05-22,1,after,rg_stratum2,10.40596202656503
403,2020-05-23,0,after,rg_stratum2,10.297477447514376
404,2020-05-24,0,after,rg_stratum2,10.107643625999147
405,2020-05-26,1,after,rg_stratum2,10.355445534920507
406,2020-05-27,1,after,rg_stratum2,10.422100594445055
407,2020-05-28,1,after,rg_stratum2,10.37338176274901
408,2020-05-29,1,after,rg_stratum2,10.382458502724878
409,2020-05-30,0,after,rg_stratum2,10.265594104471003
410,2020-05-31,0,after,rg_stratum2,10.007134895675705
411,2020-06-01,1,after,rg_stratum2,10.35783809800309
412,2020-06-04,1,after,rg_stratum2,10.381590683975412
413,2020-06-05,1,after,rg_stratum2,10.448840051696113
414,2020-06-08,1,after,rg_stratum2,10.408077876604967
415,2020-06-09,1,after,rg_stratum2,10.451759454136646
416,2020-06-10,1,after,rg_stratum2,10.476563166446738
417,2020-06-11,1,after,rg_stratum2,10.469692017151528
418,2020-06-12,1,after,rg_stratum2,10.454723522404864
419,2020-06-13,0,after,rg_stratum2,10.265816455325318
420,2020-06-14,0,after,rg_stratum2,10.029843125576873
421,2020-06-16,1,after,rg_stratum2,10.46619189324844
422,2020-06-17,1,after,rg_stratum2,10.415924433618313
423,2020-06-18,1,after,rg_stratum2,10.453670237234558
424,2020-06-19,1,after,rg_stratum2,10.405056629638686
425,2020-06-20,0,after,rg_stratum2,10.277613427145617
426,2020-06-21,0,after,rg_stratum2,9.96020859109209
427,2020-06-23,1,after,rg_stratum2,10.432303585585544
428,2020-06-24,1,after,rg_stratum2,10.441637866277185
429,2020-06-25,1,after,rg_stratum2,10.460280739338804
430,2020-06-26,1,after,rg_stratum2,10.463162021483202
431,2020-06-27,0,after,rg_stratum2,10.234094207891738
432,2020-06-28,0,after,rg_stratum2,9.988369677016033
433,2020-06-30,1,after,rg_stratum2,10.247067414430347
434,2020-07-01,1,after,rg_stratum2,10.213578647355746
435,2020-07-02,1,after,rg_stratum2,10.194077851198267
436,2020-07-03,1,after,rg_stratum2,10.22960266458711
437,2020-07-04,0,after,rg_stratum2,10.018549781590336
438,2020-07-05,0,after,rg_stratum2,9.84709015988055
439,2020-07-06,1,after,rg_stratum2,10.216607909455268
440,2020-07-07,1,after,rg_stratum2,10.299783111588102
441,2020-07-08,1,after,rg_stratum2,10.419373564082344
442,2020-07-09,1,after,rg_stratum2,10.416971338800034
443,2020-07-10,1,after,rg_stratum2,10.407264037907906
444,2020-07-11,0,after,rg_stratum2,10.199141124523699
